titles,isbn,author,review source,average rating,review author,review content
Fool,0060590319,Christopher Moore,Barnes and Noble,4.2,Moore_Love_Than_Most,"For those of you familiar with Christopher Moores brand of humor, you're in for a treat. Gone are the foggy San Franscico street settings  of his previous novels, instead, you're a plunked into the world of King Lear, and just like ""Lamb"", previous departure from familiar characters, Moore adds his own brand of twisted humor to one of Shakespeares most devistating tragedies. While not as engaging as Lamb, or as formidible in scope, it's a satisfying read and one that will leave you laughing. Although the humor is much more scatalogical then his other books."
The Book of Lost Things,0743298853,John Connolly,Barnes and Noble,4.3,Janus,"Take Pan's Labyrinth and remove all the period-piece drama (so, basically the majority of the film), throw in a healthy dose of what The Brothers Grimm (yes, the Matt Damon and Heath Ledger film) COULD have been and you will have a vague concept of this amazing book. The most apt description I have heard for the Book of Lost Things so far is that it is a fairytale for grownups. The synopsis on the back gives you the setting, but please don't mistake that for the actual plot of the book. This story is about growing up and about loss. It is touching and creepy. Great characters, phenomenal prose and some excellent twists make The Book of Lost things as captivating a book as any reader can hope for."
The Book of Lost Things,0743298853,John Connolly,Barnes and Noble,4.3,Anonymous,"I am an avid reader of varied fiction and non-fiction and I have to say that the Book of Lost Things is one of the best books that I have read in a long time.  The author takes classic Grimm fairytales and turns them around to give the reader a new view of what they were brought up being told as a child.  The fairytales also help to advance the well-thought out plotline and give credence to many of the main characters decisions.  Although the book is based in fairy tales I would not reccomend it for children under the age of at least fifteen due to very graphic scenes and sexual allusions.  However, the book is phenomenal if read by the right age group and provides a unique perceptive on well-told tales.  This is a book I will read over and over again."
The Book of Lost Things,0743298853,John Connolly,Barnes and Noble,4.3,Elvisbaby,If you ever loved fairy tales this is a book for you. It reminded me of all the reasons that I love to read in the first place.
My Life,140003003X,Bill Clinton,Barnes and Noble,4.1,Anonymous,"Loved review  January 11, 2006    exactly how I feel about that president of ours!   What a fraud he is!"
My Life,140003003X,Bill Clinton,Barnes and Noble,4.1,Anonymous,"I didn't know what to expect when I first began to listen to this book.  At the end I realized just how much I didn't know and wished I had about President Clinton.  His life is proof that you can make of your life whatever you wish.  He shows that making mistakes, even for someone in the public eye, doesn't make you unforgivable - it makes us human."
My Life,140003003X,Bill Clinton,Barnes and Noble,4.1,Anonymous,Wonderful read! He is human.
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",0064401480,"Betty MacDonald, Alexandra Boiger",Barnes and Noble,4.6,YouthGPL on LibraryThing,"Kearsten says:  This is cute - a bit too silly for me, but my five-year-old *really* enjoyed it! Mrs. Piggle-Wiggle has some very unusual cures for what ails the children in this book. While her cures are effective in the book, some of them were a bit creepy/scary!"
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",0064401480,"Betty MacDonald, Alexandra Boiger",Barnes and Noble,4.6,kayceel on LibraryThing,"This is cute - a bit too silly for me, but S *really* enjoyed it!  Mrs. Piggle-Wiggle has some very unusual cures for what ails the children in this book.  While her cures are effective in the book, some of them were a bit creepy/scary!"
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",0064401480,"Betty MacDonald, Alexandra Boiger",Barnes and Noble,4.6,heidilove on LibraryThing,These are marvelous tales.
"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",0312941919,Michael Connelly,Barnes and Noble,4.3,Anonymous,My complaint is your book library does not have Michial Connelly books in number order. It is very difficult to find the next number in as series
"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",0312941919,Michael Connelly,Barnes and Noble,4.3,Capone2369,Michael Connelly drops another classic onto the book shelves loved every minute of the book couldn't put it down unless there was a life threatning emergency.
"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",0312941919,Michael Connelly,Barnes and Noble,4.3,Anonymous,The book starts out slowly setting the stage for the last part of the book. The last few chapters were great. Another quality book by M.C.
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",0062265423,Dan   Harris,Barnes and Noble,4.2,Anonymous,"I've become a huge fan of Dan over the past few years, and especially since watching him anchor weekend GMA. I bought the book immediately when I heard about it. Sure, I'm biased. But, I love the conversational approach of the book. It's reality, describes a personal journey, and shares a thought provoking, yet inspiring look at how to get out of your own way and finally deal with your inner voice in a positive and productive manner. Great book. Must read. I'd also like to recommend &quot;When God Stopped Keeping Score.&quot; Finally, here are two books that will inspire you to change your life for the better."
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",0062265423,Dan   Harris,Barnes and Noble,4.2,Anonymous,"I ordered this book the first week it was released and when I received it, I couldn't put it down.  I bought the book first because the description indicated that he had had a panic attack on air on ABC; I have panic attacks so I wanted to see what he had to say about them.  Secondly, I bought the book to read what he had to say about meditation.  A BONUS at the end of the book is a summary that helps you learn to meditate.  I enjoyed the style of writing and found this to be an enjoyable and easy read."
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",0062265423,Dan   Harris,Barnes and Noble,4.2,RainyGirl,"This is not your average 'self help' book.  I was 10% happier just reading it.  Harris has a story to tell and he's honest and funny in the telling.  It's a very good read.  Even if you don't go so far as to meditate, you will love the book.  Me?  Yes, I've tried the five minutes and, yes, my head feels better for it.  This one's a keeper."
"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",0446690449,Michael Connelly,Barnes and Noble,4.1,McCarthy92,"There are two things that I feel about Michael Connelly (1) he's my favorite mystery writer and (2) it's impossible for me to pick a favorite of his (I have been reading his books in chronological order and I just finished Blood Work, obviously).  However, it's safe to say that Blood Work, so far, is my least favorite of Connelly's novels.  Not that it was bad, because on a suspense and mystery level, my interests were always piqued.  However, I found the character of McCaleb to be too much like Harry Bosch, even though Bosch is more developed because there are so much more books about him.  Despite this one problem that I have about the book, I would recommend this book to all of those who love Connelly and mystery itself."
"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",0446690449,Michael Connelly,Barnes and Noble,4.1,Anonymous,"If you've seen the Clint Eastwood movie, the book is different.  Early on it reads so similar to the movie (in fact often line for line), but it goes off in another direction with a different ending.  I loved both the book and the movie.  If you like Connelly, don't pass this one by."
"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",0446690449,Michael Connelly,Barnes and Noble,4.1,Anonymous,"Loved this book.  Caught my attention from page one and hated to see it end.  I found myself actually wanting to know the characters.  If you like mystery, you should definitely read this."
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",0345470575,"CLAMP, Anthony Gerard",Barnes and Noble,4.8,anime on LibraryThing,"The two out of four best characters have returned!!!!! [11/17]This book is a great book for people who love anime. The main characters are: Princess Sakura, Saroran, Fai D. Flowright, Krogane, and Mokona Madolki and many more. In episode one Princes Sakura loses her memory while visiting Saroran at his archeological dig site. After she loses her memory the high priest sends them to the time-space witch. In chapter two Krogane gets sent also to the time-space witch by the princess of Krogane's world. In chapter three you find out that Fai is a magician. Fai sends himself to the time-space witch. After they meet each other they tell the witch what they want. Yuko the time-space witch tells them what the price is for there desire. What Saroran had to pay was not money,no, his payment was his relationship with Sakura. Meaning that she when she wakes up she while not remember Saroran. He agreed to his payment so the received Mokona Madoki."
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",0345470575,"CLAMP, Anthony Gerard",Barnes and Noble,4.8,lovejoy_rat on LibraryThing,"I picked up Tsubasa simply because it was one of the Manga series at my library that actually had the first volume on the shelf at the time. I'm glad I did. The story is cohesive with likable characters. The only drawback I have is the version I picked up is completely black and white, making some of the action and magic sequences hard to follow because of the overlap of lines and lack of dimension. This is a very long series, with 28 volumes (the last I checked) and I look forward to advancing the story. :)"
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",0345470575,"CLAMP, Anthony Gerard",Barnes and Noble,4.8,Jenson_AKA_DL on LibraryThing,"In this first volume of a Clamp series it appears the authors came up with the idea for this manga out of a desire to bring together as many of their other manga characters as possible.  Even though I only have a passing familiarity with the Clamp characters this did not stop me from enjoying this very good fantasy/adventure story.  In this story the young princess, Sakura, is reveling in the fact that her best friend, Syaoran, has returned from an archeological dig.  Sakura is in love with Syaoran and is determined to share her feelings with him but before she can a hidden dimensional gate tears apart her spirit and Syaoran is charged with the task of traveling through the dimensions to put her together again.  Along the way he picks up two more traveling companions as well as a very happy, very cute little...thing...(umm, not sure what it is exactly). Another interesting aspect is that one of the scenes is a crossover into the manga xxxHolic (also by Clamp) which I am currently reading.  I really loved the romantic and humorous aspects of Tsubasa and look forward to reading more of this series in the future.  I'd certainly recommend this manga to ages 12 and up."
"The League of Extraordinary Gentlemen, Vol. 1",1563898586,"Alan Moore, Kevin O'Neill",Barnes and Noble,4.3,Guest,"My name is Emily and i have gotten the novel or comic book what ever you like to call it and have read it the same day i got it, i lvoed it and plan to get the second volume of this novel. i am 15 years old so i dont think anyone will listen to me but i have the understanding of someone much older and take this novel and spend the day reading it, you wont be able to forget the people: A drug lover , alan quiatermain. the Jittery scientist Jekyll, the mad-man Nemo the unknown vampire Mina harker/murry and the Invisible man Hawley Griffin/Rodney Skinner"
"The League of Extraordinary Gentlemen, Vol. 1",1563898586,"Alan Moore, Kevin O'Neill",Barnes and Noble,4.3,mrfredrich,Anyone who likes Watchmen yet wants to try out something a bit different should check out TLEG.  The quality/detail of the drawings coupled with the wit of Alan Moore makes for a great read.
"The League of Extraordinary Gentlemen, Vol. 1",1563898586,"Alan Moore, Kevin O'Neill",Barnes and Noble,4.3,Othemts on LibraryThing,"This novel brings together several fictional characters - Mina Harker, Captain Nemo, Allan Quatermain, Dr. Jekyl, and the Invisible Man - to solve mysteries in an alternate universe London.  The tone of the book is dark and the characters are highly-flawed and untrustworthy.  Moore unsettling writes in style that reflects the racist and jingoistic attitudes of the time.  On the other hand Mina is a strong female lead, and although the other characters grumble about her, they still follow her lead.  I'll definitely read more in this series."
Feed,0763622591,M.T. Anderson,Barnes and Noble,3.5,Agnostc-Alabama-Adolesent,"I was Impressed with the reviews and got this for my seventh grader.  My son would read a bit of Feed then move to another book and only pick Feed up again when I bugged him about it. He finally brought it to me and pointed out his problem with the book: every other word was fu**! It was enough to offend a teenager.  He also said the story line just wasn't engaging. It sure would have been helpful if the editorials could have mentioned this was a dull ""R-rated"" book."
Feed,0763622591,M.T. Anderson,Barnes and Noble,3.5,teacher-j-mo,"This book surpasses most in its realism of our future society. The kids in this book are dangerously close to those I teach in my high school - numbed by everything. I actually see film over their eyes and, while reading this book, visualized the pop-ups abounding through the heads of my current students, as they are already 'permanently plugged into' their Internets, whether or not they're actually online! This concept is not a far stretch from what our future actually holds for us. Scary, really..."
Feed,0763622591,M.T. Anderson,Barnes and Noble,3.5,bridgid Mcneill,This author has no idea how teenagers/young adults talk. Dont by this book or you have just wasted your money like i did.
Medea,0486275485,"Euripides, Rex Warner",Barnes and Noble,4.2,Guest,this book is great  i only read horror books but i had to make an exception to this book. medea is decieved by her husband after saving him from the death penalty by her father.
Medea,0486275485,"Euripides, Rex Warner",Barnes and Noble,4.2,Anonymous,"This play is well written and gives a different perspective on how women react to situations of love and betrayal. Its very intense,and intriguing, you will not want to put it down :)"
Medea,0486275485,"Euripides, Rex Warner",Barnes and Noble,4.2,Guest,"This book was great! It might be considered long but its worth all your time. very tramadic, full of feelings, great for everyone. It has sadness, love, betrayal, and anger. Everything needed to make a great novel."
"The Demon King (Seven Realms, #1)",1423118235,Cinda Williams Chima,Barnes and Noble,4.6,Anonymous,"This is really one of the best books that I have read in a long time.  When I first bought it, I thought that it would be one of those books you read, then put it on a shelf in your closet and forget about it. I couldn't have been more wrong!!  This book has excellent plot, well thought-out politics (but they don't dominate the book), beleivable characters, and just a bit of romance.  It reminds me of the Farsala Trilogy. It should appeal to any fan of fantasy fiction.  The only thing I regret about buying this book, is that now I'm hooked and the sequel hasn't been published yet!  Whatever you do, DO NOT PASS THIS BOOK UP!!!!!!"
"The Demon King (Seven Realms, #1)",1423118235,Cinda Williams Chima,Barnes and Noble,4.6,Solstice-Ballad1,Cunning and deeply woven with parallel characters both of equal intrigue and complexity. Han and Raisa--each characters' story is told by alternating chapters and at the end of each of their chapters is a suspense that keeps the pages turning. Excellent read! can't wait for the next installment!
"The Demon King (Seven Realms, #1)",1423118235,Cinda Williams Chima,Barnes and Noble,4.6,Anonymous,"When I was looking at this book I wasn't sure.  Figured I'd start if and if I didn't like it could always take it back.  Was I WAY OFF on that presumption.  I started to read it and I couldn't put it down.  This story is written well, with courts, lords, guards and princes and princesses from other realms not to mention the street dwellers of the city.  I love the way Chima blends the Native Indians into this story - especially with courts and court life, very different but a great feel to the story.  It tells the story from 2 main characters prespectives:  Hanson Allister and Raisa ana Marianna.  You go through the events that are taking place in each of their lives which are on complete opposite ends of the spectrum that will mold them into what they will become.  Chima starts to slowly mesh the characters lives together.  The next story I believe will pull them together in ways that will surprise us all.

However, I did envision the cuffs that Han wears much larger then the ones that are shown on her website. I can't wait for the next book to come out.  Oh why do these writters do this do us - make us wait to find out what will happen.

This would be fantastic on the big screen.


Bravo"
Black Hole,037542380X,Charles Burns,Barnes and Noble,3.8,Djupstrom on LibraryThing,"I have just recently gotten into graphic novels, and I think this is one of my favorites.  Burns writes a taught story with unexpected twists and turns.  The illustrations are great."
Black Hole,037542380X,Charles Burns,Barnes and Noble,3.8,59Square on LibraryThing,"Merideth says:  This black and white graphic novel didn't make a big impression on me when it first came out.  I thought it was an obvious treament of a well worn topic.  Rereading it for a project, I think that there is something here.  Burns' art is very well done, and there is an understanding of the way teenagers think.  However, there is a sexism that runs through this title that unnerves me, and I can't recommend it whole heartedly."
Black Hole,037542380X,Charles Burns,Barnes and Noble,3.8,wandering_star on LibraryThing,"Before I started Black Hole, I knew that it was about a mysterious plague that affects teenagers. I suppose I was expecting strange occurrences and a sense of growing horror as people begin to realise what is happening. But in fact, when the book starts, the plague is already there: an established fact of life. The teenagers are just being teenagers - copping off with each other, getting stoned, trying to figure out what to do with their lives - with the plague as just another of the shadows that hangs over them.I found this quite difficult to read. Both the grotesqueness of the plague symptoms, and the awfulness of being a teenager, were made much more immediate and disturbing by the fact that they were depicted in images rather than words. (The style of the drawings, monochrome and usually with heavy black backgrounds, and the often grotesque dream sequences, add to the overall grimness - it's not one of those books that you start looking at and instantly want to read).That said, since finishing it, I have kept going back to look through it, and noticed new things. It is certainly a book with a lot of impact. This all sounds like faint praise. It's not meant to be: I think this is a good book. It's just that you need to know what you are getting into."
"Saga, Vol. 3 (Saga, #3)",1607069318,"Brian K. Vaughan, Fiona Staples",Barnes and Noble,4.7,19269684,"From robotic princes with facial screens, showing erotic videos, to halucogenic fruit on a planetary paradise, the action never stops!  In this volume of the epic Saga, Marko and his Mom, Alana, Hazel, and their ghostly babysitter finally make it to Quietus, but so have a few others.

     Gwendolyn finally finds what she's looking for, and something she was not - but it's all about her main mission: To Find Marko, her EX-fiancé.  It's rather comical, this volume, but just as action packed, with illustrations that blow you away!  This isn't your regular comic.  This graphic novel snatches you up and leaves you hungry for more.  I'm diving in to Volume 4 now!

*For the full review:  www.areneehunt.com
Saga, Volumes 3
Brian Vaughan
Illustrated by Fiona Staples
Image Publishing"
"Saga, Vol. 3 (Saga, #3)",1607069318,"Brian K. Vaughan, Fiona Staples",Barnes and Noble,4.7,SleepDreamWrite,Another good volume. Series keeps getting better and more interesting as it goes along. Also that art style and characters also good. Looking forward to the next one.
"Saga, Vol. 3 (Saga, #3)",1607069318,"Brian K. Vaughan, Fiona Staples",Barnes and Noble,4.7,PaulAllard,"More engaging fun stuff in this fantasy story

Having just read Volume 2, it only seemed appropriate to start on the next one and this one does not disappoint. 

Our “star-crossed” lovers and their baby daughter continue on their journey to find somewhere they can live out their lives without the threat of annihilation, accompanied by a variety of characters, many of which are original and fun (Slave Girl, Honest Cat, the Will etc..).

The story continues and it’s well worth reading but will make more sense if read after the first two volumes and not in totally the wrong order (as I have done)"
"Personal (Jack Reacher, #19)",0804178747,Lee Child,Barnes and Noble,3.4,Anonymous,Not one of the best Reacher books. The danger posed by a sniper at large is not convincing. We love Reacher for his physical and mental strength (his uncanny calculations and deductions) and Childs for his quirky descriptions and spare writing. This one falls short.
"Personal (Jack Reacher, #19)",0804178747,Lee Child,Barnes and Noble,3.4,2453,I love the Reacher books but I have to admit this was one of the worse I've read. Very light on action. The first 40% of the book is just a bunch of talk. There is a pretty good fight scene towards the end but not great. The end of the book was also anti climatic. Not a bad read just not as good as I've come to expect from Lee Child.
"Personal (Jack Reacher, #19)",0804178747,Lee Child,Barnes and Noble,3.4,Anonymous,"Come on Lee, is this the best you can do?  Is Reacher getting old?   I was so tired of the chit chat  in this book and very little action. This is one Jack Reacher book I had to force myself to finish."
Z: A Novel of Zelda Fitzgerald,1250028647,Therese Anne Fowler,Barnes and Noble,4.1,quaintinns,"Therese Fowler is a very talented writer as have read all her books--once again she has written a winner!  Hats off first with the stunning cover (an eye catcher) and the research involved in putting together this extraordinary novel!  Everything about the roaring 20s is appealing from the glitz, glamour, romance, travels, parties, culture, and fashion.  

As a lover of Scott Fitzgerald and The Great Gatsby, the first person fiction from Zelda&rsquo;s perspective was nicely portrayed, transporting you back in time, setting the mood for each adventure.  You get caught up into Zelda&rsquo;s lifestyle as she experiences the highs and lows of a complex relationship of love and hate. She was talented and misunderstood-a Southern belle merging from the na&iuml;ve protected girl to the struggles of power, success, fame, travel, alcoholism, infidelity, and mental illness and tough choices as she struggles for her own independence and self-worth.  Well done!"
Z: A Novel of Zelda Fitzgerald,1250028647,Therese Anne Fowler,Barnes and Noble,4.1,irishclaireKG,"This is an incredibly readable novel, one of the best I have read about Fitzgeralds.  As a university English professor, I have done a great deal of research on both Scott and Zelda, and the research here is  impeccable. What Fowler has also done, is write a wonderful readable novel.  The prose moves swiftly; no details are superfluous, repetitive or unnecessary.  I stayed up half the night finishing this.  What I also really appreciate is that Fowler tries to address several of the mythologized aspects of Zelda's life.  Read Fowler's ending notes and you will see how she explains using the vast amounts of research available on this couple--including their own letters--to try and present a rationale view of what happened during that tragic, turbulent relationship.  What emerges is Zelda as a sheltered, spoiled, na&iuml;ve young debutante, whisked away by the romantic notions presented to her by a mysterious, brash young man--a young man who offered her a way out of that safe and predictable existence she knew.  The fact her parents were dead-set against it only added to the allure.  To see this bright spirit crushed and distorted against her husbands' excessive ambition, immaturity, alcoholism and insecurities is tragic.  Zelda is a heartbreaking figure and Fowler does a beautiful job bringing her to light. One of the best books I've read this year, so far."
Z: A Novel of Zelda Fitzgerald,1250028647,Therese Anne Fowler,Barnes and Noble,4.1,elisabeth1st,I loved this book!  Perfect for fans of The Paris Wife or Rules of Civility.
A Man Without a Country,081297736X,Kurt Vonnegut Jr.,Barnes and Noble,4.2,Kid_Dynamite,"Probably one of my favorite books by Kurt Vonnegut. It's insightful, witty, intriguing, and hilarious. I couldn't put the book down at all. A perfect recommendation for those who love Kurt Vonnegut's humor."
A Man Without a Country,081297736X,Kurt Vonnegut Jr.,Barnes and Noble,4.2,Guest,This book sums up all of Vonnegut's thoughts from politics to the planet earth. It is very funny but very true at the same time. It is a quick read but will keep you thinking for a long while. If you havent read anything by Vonnegut you should pick this one up to see who the man realy is.
A Man Without a Country,081297736X,Kurt Vonnegut Jr.,Barnes and Noble,4.2,mandy560,"I absolutely love Kurt Vonnegut,he is one of my favorite authors.  Within his writings of dark subjects, he manages to slide in his sense of humor.  This book has short stories about certain subjects of life, such as marriage, sex, war, and the environment.  But within these subjects are morals.  This is quick read with life meanings attached."
"7th Heaven (Women's Murder Club, #7)",0316017701,"James Patterson, Maxine Paetro",Barnes and Noble,4.3,Anonymous,"James Patterson's, Women's Murder Club Series, books are awesome!  You cannot put these books down.  The print is large and the chapters are short, so it's easy reading.  His style of writing gets you right into the story.  Each book is full of twists and turns, so you are always surprised at the end!"
"7th Heaven (Women's Murder Club, #7)",0316017701,"James Patterson, Maxine Paetro",Barnes and Noble,4.3,Guest,"If it's the New Year it must be time for a new James Patterson novel, and the Women's Murder Club returns in great form. Frequent collaborator Maxine Paetro and Patterson spin another devilish and delightful addition to the WMC canon.All the Women make appearances: Lindsay Boxer is adjusting to life having her long-distance boyfriend now living in the same city (and often the same apartment); coroner Claire Washburn is very pregnant and up to her ever-expanding belly in victims of arson-murders; Yuki Castellano is prosecuting the confessed murderer of the former governor's son; and reporter Cindy Thomas continues to cement her status as a valued member of the Club.Conner Campion, born with a degenerative and incurable heart disease, has been a media and public darling his entire life, a la John F, Kennedy, Jr. When he suddenly disappears, the worst is feared, and an eventual tip leads to the last person to see him alive, a young hooker named Junie Moon. She makes a shocking and disturbing confession which she quickly recants, and Yuki is forced to prosecute this less than airtight case.Meanwhile, two young men who answer to the names Hawk and Pidge are tying up well-off couples and torching their homes_while the victims are still inside. The resulting conflagrations leave little useful evidence save one thing: a book, inscribed in Latin with cryptic sayings, is left at each scene.As with the previous titles in the series, the characters share equal importance with the mysteries they solve. The authors are in top form here, expounding believably on the now well-known lives of the WMC members, and Lindsay's new partner Rich Conklin makes a welcome_and compelling_return.Who are the menacing arsonists, whose trail of death leads literally to Lindsay's door? Can Yuki successfully convict a young murderess who is aided by a high-profile, media-savvy woman attorney? Will Lindsay finally say yes to Joe's proposal? Read Seventh Heaven and you'll know those answers and will be anxiously awaiting the next installment."
"7th Heaven (Women's Murder Club, #7)",0316017701,"James Patterson, Maxine Paetro",Barnes and Noble,4.3,BookaholicTracy,I enjoyed reading this. Very good read. and hard to put down.
A Constellation of Vital Phenomena,0770436420,Anthony Marra,Barnes and Noble,4,Dragonette,"I started this book knowing very little of Chechnya.  Turns out I didn't need to know anything at all to appreciate this moving story of the human struggle to survive in an inhumane world. The author injects little bits of humor into the story that are unexpected considering the darkness of the wartime. He also has a charming habit of giving place, people and events both a forward and backward history almost as a counterpoint to the fact the the Soviets were trying their hardest to erase Chechnya' s history and make the country part of the Soviet machine.  I really loved this book and although you know that many of the characters are doomed to a gloomy end the joy is in getting to know them and their struggle to matter, to be counted, to be remembered. I highly recommend this book to anyone who wants to step outside of your own comfortable life for a moment and live in war torn eastern europe for a few hours.  You'll find yourself appreciating every small comfort of life that we are privileged to have."
A Constellation of Vital Phenomena,0770436420,Anthony Marra,Barnes and Noble,4,Nikki_F,"A Stunning Debut Novel.

Every once in a long while I come across a debut novel that is exceptionally spectacular; &ldquo;A constellation of Vital Phenomena&rdquo; by Anthony Marra is one of those novels.  It reminded me considerably of &ldquo;The Almond Tree&rdquo; by Michelle Cohen Corasanti, another brilliant debut.  Set in Chechnya between the years of 1994 and 2004, this novel follows the lives of the members of a small town and the family of a Russian surgeon.  

Marra&rsquo;s writing is beautiful and flawless.  His character development is absolutely perfect.  Each character is so remarkably human, in both their imperfections and their virtues.  The reader is immersed in the lives of these people, through every small joy and each horrible atrocity. 

Marra is a remarkable storyteller.  The numerous characters&rsquo; subplots are exceptionally and beautifully interwoven.  Each has touched another&rsquo;s life in a direct or indirect way.   This novel enlightens the readers of the struggles of their lives and relates every powerful emotion of a lifetime of uncertainty and struggle.

This book opened my eyes in a way few of us ever experience in the United States.  &ldquo;A Constellation of Vital Phenomena&rdquo; is captivating and demonstrative of the different ways humans choose to fight for survival in the face of injustice and war.  Marra does an exemplary job allowing the reader to see from multiple viewpoints of the same conflict.

This novel is life altering, thought provoking, exceptionally detailed, and absolutely unique.

&ldquo;A Constellation of Vital Phenomena&rdquo; is stunning.  It is one of the best novels I have ever read.  Ever.


I received this novel through Goodreads First Reads.  This in no way influenced my review.  I did not receive compensation for, nor was required to, write a review."
A Constellation of Vital Phenomena,0770436420,Anthony Marra,Barnes and Noble,4,WashingtonianLB,"Devastatingly beautiful. This is one of the few books that will truly move you. I had only basic knowledge of the Chechen wars before reading the novel, and afterwards found myself wishing that I knew more and knowing I would immediately seek out more books on the subject. Marra's ability to interweave historical facts with the personal narratives of eight diverse and interesting characters is simply brilliant. This is the best historical fiction I've read since Erik Larson's The Devil In the White City came out.  His prose is compelling and devastating-- as you read you can feel the pain that the characters are experiencing. The images of war are vivid and at some times graphic, but always right on the mark. This is a book that you fully immerse yourself in and after about 100 pages, simply cannot put down. The chapters are written on a timeline that is constantly jumping back and forth and I was very impressed by the way all the character&rsquo;s storylines came back together as the book finished. Marra put an incredibly amount of thought into each word he wrote and you can feel that as you read. Do not miss this book, it will change you&mdash;you just have to let it."
The End of Your Life Book Club,0307594033,Will Schwalbe,Barnes and Noble,4,Anonymous,"This book has so much to it. A close mother-son relationship that grows closer through her terminal illness. A glimpse into an inspiring woman's life. Intelligent discussion on a variety of great books. Values to share with your children.  It gives you much to ponder and leaves me wanting to contribute to life. Reminds you that a smile and sincere interest in others can do wonders. What a special woman and family. I may not know them in person, but i know them and my life is richer for that."
The End of Your Life Book Club,0307594033,Will Schwalbe,Barnes and Noble,4,RebeccaScaglione,"I'm participating in The End of Your Life Book Club discussion hosted by Jen at Devourer of Books, who was also giving the book away for this discussion!  Also participating are a few of my favs, Between the Covers, Books Speak Volumes, and The Relentless Reader.     

Anyway, since I'm going to be talking about the book in length on Devourer of Books, I'll keep my thoughts here short.  

The End of Your Life Book Club by Will Schwalbe is a memoir of the time that the author, Will, spent with his mother after she was diagnosed with pancreatic cancer.  Knowing she only had a few months to a few years to live, Will was determined to make the most of his time with his mom.  

They spent the doctor's appointments, chemotherapy treatments, etc., discussing books in their own tiny book club of two people.  Through the book club and following discussions, Will was able to find out more about his mom, things he never knew previously.  

Short notes on The End of Your Life Book Club:

The appendix has a full list of the many, many books talked about in this memoir, thus adding to my already-long to-read list.
The book started out a little slow for me, but picked up.  Definitely is a slower read, not one I rushed through, but worth it. 
Should you read it?  Yes, there are great lessons in the book, including just taking the time to help those in need, and taking the time to appreciate what you're lucky enough to have.
What book have you read that makes you appreciate you life? 

Thanks for reading, 

Rebecca @ Love at First Book"
The End of Your Life Book Club,0307594033,Will Schwalbe,Barnes and Noble,4,MS126,"Reading is one of my favorite things, but because of my busy life I don't have the opportunity to read as often as I'd like. Most days, I read on the bus on my way to & from work. I&rsquo;d loved Mr. Schwalbe&rsquo;s book & found it a treat to be with two individuals who love to read. I thought it might be too sad because of Mrs. Schwalbe&rsquo;s health, as I know the worry, stress, & anxiety of living & caring for a loved one dying from cancer. I could not put the book down and was annoyed when I had to close it because I had arrived at my destination. I highly recommend The End of Your Life Book Club. The triumph of the human spirit and the joy of living came through beautifully. I just purchased Daily Strength for Daily Needs because of the comfort it gave to Mrs. Schwalbe."
A Grief Observed,0060652381,C.S. Lewis,Barnes and Noble,4.3,Guest,"C.S. Lewis put into the writing the very things I felt, but could not express, in my own grief.  I felt less alone - less hopeless after getting a glimpse into another Christian's pain and suffering.  It is a short book - a collection of random thoughts he jotted down after his wife died of cancer. Easy for someone grieving to read, as concentrating is often difficult at such times.  I underlined half the book, I found it so relevant to my own situation."
A Grief Observed,0060652381,C.S. Lewis,Barnes and Noble,4.3,Guest,"I found my husband and son murdered, most books on grief I tried to read were useless and trite.  This is the only one that even came close to describing the pain I felt and how totally lost I was."
A Grief Observed,0060652381,C.S. Lewis,Barnes and Noble,4.3,Guest,"C. S. Lewis was a great thinker, but in this book, he is entirely human.  Unafraid to face the baffling questions we face when dealing with grief, Lewis goes on a heartfelt search for a faith that can withstand the deepest travails.  A very fast read, but a life affirming one.  I have found it difficult to find books that really speak to the journey of grieving, but this one is up to the task."
